customer_id,customer_name,segment,country,city,state,postal_code,region,first_order_date,total_sales,total_profit,total_orders
TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336.0,West,2014-10-10,3130.22,-692.05,7
MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004.0,West,2014-09-20,2453.28,280.78,6
SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227.0,Central,2014-12-16,2576.41,611.83,10
MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,2015-11-06,2890.14,509.01,6
RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601.0,South,2014-04-08,3832.31,1292.87,7
CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110.0,West,2014-03-25,2648.29,279.62,9
KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009.0,East,2014-03-02,2280.58,329.76,8
DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,2014-03-14,4802.39,209.9,9
MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215.0,East,2014-07-08,2984.95,476.9,5
JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109.0,West,2014-09-24,695.44,111.11,3
LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374.0,Central,2014-02-20,4492.95,288.27,8
DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,2014-09-14,6345.1,1677.39,7
SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823.0,West,2014-12-16,2096.39,260.63,2
CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,2014-08-27,2540.63,331.43,7
AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304.0,South,2015-01-04,2356.86,295.67,8
MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623.0,Central,2014-12-02,1303.89,210.75,8
TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049.0,West,2014-10-28,11891.75,2371.71,6
LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609.0,East,2014-04-29,2741.2,560.01,6
AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045.0,West,2016-08-16,161.28,12.1,1
AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457.0,East,2014-05-04,1790.51,435.83,4
BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,2015-03-20,4750.36,921.26,8
TM-21490,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,2017-03-30,1094.68,292.52,3
MM-17260,Magdelene Morse,Consumer,United States,Seattle,Washington,98105.0,West,2014-05-28,1314.02,178.4,4
BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035.0,East,2014-06-04,603.88,-77.53,4
BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009.0,East,2016-01-15,4204.68,1487.77,5
FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810.0,South,2015-03-22,79.75,23.49,3
BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037.0,West,2015-09-26,949.43,194.05,2
NP-18670,Nora Paige,Consumer,United States,Seattle,Washington,98105.0,West,2015-02-27,3908.4,514.6,5
SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,1852.0,East,2016-06-06,4371.96,440.14,4
HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217.0,Central,2014-07-21,8236.76,2437.98,10
KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229.0,East,2014-12-02,2617.27,-151.15,9
JK-16120,Julie Kriz,Home Office,United States,Fort Lauderdale,Florida,33311.0,South,2014-11-02,2932.48,122.66,10
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.0,Central,2016-12-05,2697.25,789.65,3
AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.0,East,2014-09-14,629.25,60.43,3
PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701.0,Central,2014-09-20,2770.0,196.87,6
GZ-14470,Gary Zandusky,Consumer,United States,,Texas,77590.0,Central,2014-08-05,4355.15,1087.75,9
ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110.0,West,2014-09-20,3510.46,1003.29,5
NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553.0,West,2015-09-08,2161.98,788.95,10
MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,2014-12-02,1204.91,-4.04,5
JL-15130,Jack Lebron,Consumer,United States,New Rochelle,New York,10801.0,East,2014-07-18,1214.96,-207.8,6
SW-20755,Steven Ward,Corporate,United States,Seattle,Washington,98115.0,West,2014-11-02,758.7,68.24,2
AB-10600,Ann Blume,Corporate,United States,Chicago,Illinois,60623.0,Central,2014-11-18,1515.86,-274.96,4
RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011.0,East,2017-03-06,98.35,28.69,1
CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405.0,South,2014-03-22,2854.12,850.16,4
LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024.0,East,2015-02-23,3246.63,299.48,4
KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,98105.0,West,2015-11-20,908.82,274.3,3
JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153.0,South,2015-10-05,195.0,34.45,2
TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027.0,West,2014-11-11,1707.29,224.89,4
MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521.0,Central,2014-03-30,3206.13,600.29,7
AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010.0,East,2014-08-30,3831.86,974.11,10
RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,2014-04-02,2912.89,734.52,10
VM-21685,Valerie Mitchum,Home Office,United States,Marietta,Georgia,30062.0,South,2014-04-07,2454.87,513.53,7
RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10009.0,East,2015-08-22,2067.45,243.08,4
JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214.0,South,2015-04-21,3747.67,586.66,3
SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,2014-09-07,3625.33,366.43,11
HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008.0,West,2014-05-26,2533.16,-13.88,7
TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106.0,Central,2015-12-08,5364.81,1124.5,7
AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907.0,South,2016-07-14,88.15,32.63,1
DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122.0,West,2014-07-09,1762.21,193.33,4
JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049.0,West,2015-04-02,2152.35,-266.55,5
HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205.0,Central,2015-09-27,9300.25,2164.16,8
JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301.0,West,2014-04-08,864.95,117.2,5
JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,,Central,2014-11-14,3173.87,591.72,6
AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,2014-06-22,5086.93,857.8,6
BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.0,Central,2014-02-01,4411.24,1142.12,6
HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110.0,West,2014-08-29,218.67,86.73,2
BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035.0,East,2014-05-25,385.52,-58.29,3
PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,2014-11-23,132.74,21.9,2
MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577.0,Central,2016-08-23,5503.09,170.97,9
JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502.0,West,2014-12-31,1571.52,209.28,5
TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122.0,West,2014-12-01,675.94,220.36,5
TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,2014-01-19,974.78,-184.98,5
MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623.0,Central,2014-05-30,4432.14,1802.39,5
JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105.0,West,2015-10-23,1911.84,330.2,6
MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023.0,Central,2014-03-29,3061.54,-93.6,4
SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,94122.0,West,2014-11-02,2180.72,-144.52,10
SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623.0,Central,2014-06-06,1348.02,157.67,3
JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,2014-09-21,2358.68,684.19,3
LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,2014-09-29,1961.93,557.17,4
AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219.0,West,2014-08-23,3323.56,579.31,10
EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036.0,West,2015-06-07,2567.01,-133.83,5
SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901.0,East,2014-01-11,11470.95,1199.42,10
EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405.0,West,2014-07-19,4588.44,1319.37,6
SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004.0,West,2014-05-06,3127.96,481.75,7
RE-19405,Ricardo Emerson,Consumer,United States,Kent,Ohio,44240.0,East,2014-12-29,48.36,6.04,1
AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,98198.0,West,2015-09-18,7755.62,2054.59,8
DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,2014-01-16,1458.26,288.87,8
MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167.0,South,2014-01-20,775.41,58.89,9
EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076.0,South,2014-01-15,825.95,150.38,6
AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,2014-03-15,584.61,33.72,7
CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,2015-06-25,1537.24,195.15,3
JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615.0,East,2014-04-08,3868.02,564.98,5
AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004.0,West,2014-06-30,4523.34,494.84,8
CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011.0,East,2014-03-21,6076.14,150.21,10
CM-12655,Corinna Mitchell,Home Office,United States,Houston,Texas,77041.0,Central,2015-03-19,6339.56,1572.46,6
BD-11320,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,2015-05-31,5718.52,1094.5,12
BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735.0,East,2015-12-27,415.2,126.87,2
DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,42420.0,South,2014-04-21,3908.8,109.33,7
RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820.0,East,2014-05-20,3309.15,633.71,8
PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049.0,West,2014-11-01,239.48,-0.75,5
TH-21235,Tiffany House,Corporate,United States,Long Beach,California,90805.0,West,2014-11-04,1022.2,92.73,8
AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,2014-09-17,170.58,-8.43,4
LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,2014-06-27,1346.77,-44.88,5
MP-18175,Mike Pelletier,Home Office,United States,Springfield,Ohio,45503.0,East,2014-03-28,5087.92,226.45,9
DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,2014-09-20,2139.79,540.54,7
EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317.0,South,2015-03-12,3236.31,-80.29,10
AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710.0,South,2014-05-14,4501.39,1158.71,7
JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032.0,West,2014-10-19,1082.92,-18.07,11
CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105.0,West,2015-09-18,1475.14,91.2,6
HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,2014-10-14,3690.28,804.61,7
JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98103.0,West,2014-08-09,7955.0,-644.7,6
CM-12160,Charles McCrossin,Consumer,United States,Baltimore,Maryland,21215.0,East,2016-10-21,2533.31,-394.37,6
OT-18730,Olvera Toch,Consumer,United States,Detroit,Michigan,48234.0,Central,2015-04-20,3818.62,-925.12,5
LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701.0,Central,2014-09-08,318.24,-242.74,4
MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907.0,Central,2014-02-23,1242.83,-470.77,5
CS-12175,Charles Sheldon,Corporate,United States,Lakewood,New Jersey,8701.0,East,2014-08-12,844.46,113.14,5
EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.0,West,2014-01-27,2162.17,387.02,4
CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,91767.0,West,2014-03-26,5690.06,-6626.39,6
DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301.0,South,2014-08-24,1204.85,-266.9,7
BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229.0,East,2014-10-05,582.65,141.53,3
WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,2014-11-04,6160.1,714.33,11
SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104.0,Central,2015-12-05,2595.36,763.47,7
PB-19105,Peter BÃ¼hler,Consumer,United States,Houston,Texas,77095.0,Central,2014-11-15,688.32,218.16,4
TC-21475,Tony Chapman,Home Office,United States,Bolingbrook,Illinois,60440.0,Central,2014-11-22,1244.98,119.1,9
BF-10975,Barbara Fisher,Corporate,United States,New York City,New York,10009.0,East,2014-07-14,599.8,227.44,7
FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,2014-05-21,1383.14,394.74,7
AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521.0,Central,2014-11-16,1113.84,220.81,8
JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906.0,West,2015-12-24,1156.66,-785.16,2
SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227.0,Central,2016-04-09,1019.04,95.84,3
BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,2014-06-09,6255.35,802.79,8
JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036.0,West,2014-03-26,7610.86,1050.27,11
AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403.0,South,2014-03-03,1839.24,521.14,7
EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223.0,South,2014-05-30,4358.13,656.2,5
TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,2016-06-17,1467.88,390.21,5
LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653.0,Central,2016-06-26,5.3,0.46,1
CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561.0,East,2016-03-10,11164.97,858.74,8
AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217.0,Central,2014-03-17,1622.02,154.95,6
AW-10840,Anthony Witt,Consumer,United States,,New Mexico,87401.0,West,2015-04-13,649.38,65.77,4
VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126.0,Central,2014-03-01,847.94,-96.28,5
RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.0,East,2016-04-01,15117.34,6976.1,6
EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710.0,South,2014-02-02,944.6,0.6,5
MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.0,West,2014-01-20,1560.05,189.03,9
GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745.0,Central,2014-04-11,3078.62,793.28,6
FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475.0,South,2014-03-11,2456.64,249.68,10
PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122.0,West,2015-11-20,740.36,229.23,3
CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,South,2014-03-14,2945.32,261.22,5
RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127.0,Central,2014-04-05,3133.92,455.53,9
EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110.0,West,2014-03-18,1303.48,97.11,4
VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653.0,Central,2014-09-22,427.37,-52.33,5
AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,2014-03-03,1638.55,285.79,8
AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,2014-12-30,1055.69,-221.05,4
CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906.0,West,2016-04-24,2353.59,229.01,5
Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107.0,West,2014-05-26,7198.76,333.36,11
CB-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107.0,East,2015-11-05,1949.2,272.39,8
JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036.0,West,2014-08-25,1804.15,502.61,5
FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805.0,West,2014-09-19,2984.05,520.52,7
KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180.0,South,2014-03-31,3152.62,763.91,7
PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070.0,Central,2014-09-12,160.57,-20.05,4
TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,2014-04-23,2163.62,260.87,6
DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122.0,West,2014-03-26,3256.48,881.12,12
SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374.0,Central,2014-12-23,3422.79,286.9,9
TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,2014-06-21,2198.45,490.96,6
CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701.0,East,2014-06-01,475.9,144.76,3
PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90036.0,West,2014-05-16,3454.92,803.82,10
RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,2014-09-09,3302.26,721.68,6
DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229.0,East,2014-10-03,1300.03,-38.91,9
JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,2014-10-11,4198.33,1073.21,8
MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90036.0,West,2014-06-18,2218.98,-64.17,10
GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,2014-06-25,6497.27,1448.55,9
HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024.0,East,2014-06-30,2163.3,270.86,7
JL-15850,John Lucas,Consumer,United States,Houston,Texas,77095.0,Central,2014-07-22,2725.26,779.9,6
ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026.0,West,2014-10-13,8025.71,-1032.15,13
RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304.0,South,2014-12-05,966.41,63.99,6
MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220.0,Central,2015-04-02,154.29,-82.01,2
TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,7060.0,East,2016-01-25,834.33,268.97,5
TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705.0,Central,2014-10-17,4737.49,-1603.05,9
KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,2014-11-01,3918.97,727.38,9
SJ-20500,Shirley Jackson,Consumer,United States,Santa Fe,New Mexico,87505.0,West,2014-08-31,1318.78,68.1,5
SW-20245,Scot Wooten,Consumer,United States,Springfield,Ohio,45503.0,East,2014-07-20,1085.08,-19.61,7
ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026.0,West,2014-10-13,8025.71,-1032.15,13
HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104.0,West,2014-10-11,2584.16,99.14,8
XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,2014-01-20,2374.66,621.23,11
LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109.0,South,2014-04-29,8673.22,2059.12,11
CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105.0,West,2014-07-20,2471.65,392.28,7
GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035.0,East,2014-05-23,11820.12,2163.43,11
CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.0,West,2014-02-02,1860.73,403.84,5
RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110.0,West,2016-11-14,615.93,-73.83,2
DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477.0,West,2014-01-18,1080.75,-86.87,6
KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123.0,West,2014-12-22,453.54,91.14,5
AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,2895.0,East,2014-11-25,6608.45,2884.62,6
AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,10035.0,East,2014-07-27,3050.69,-253.57,7
ML-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314.0,South,2015-05-31,162.23,42.66,2
CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615.0,East,2015-01-12,1077.23,-302.88,4
CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,2016-05-23,12129.07,2177.05,5
SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049.0,West,2015-02-09,1341.04,-23.51,6
JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220.0,Central,2014-11-21,383.81,55.33,3
LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015.0,West,2016-05-05,3230.31,662.83,6
CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115.0,West,2014-06-08,3036.55,-126.42,11
